Plot_Name,Location_Type,Year,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Common_Name,Scientific_Name,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt,Start_Datetime,Duration,Month,Season,Start_Hour,Time_Period
21,8546,2018,5902,1,8614,9865,9725,0,1160,1160,1160,0,0,20.7999992370605,72.1999969482422,3097,4417,8029,1,2018-05-22 06:02:00,600.0,5596,5596,6,10167
21,8546,2018,5902,1,3410,4061,9725,0,225,225,225,0,0,20.7999992370605,72.1999969482422,3097,4417,8029,0,2018-05-22 06:02:00,600.0,5596,5596,6,10167
24,8546,2018,5902,1,3410,9865,9725,0,574,574,574,0,1,21.7000007629395,75.8000030517578,379,8511,8029,0,2018-05-22 07:21:00,600.0,5596,5596,7,10167
24,8546,2018,5902,1,2333,9865,9725,0,542,542,542,0,1,21.7000007629395,75.8000030517578,379,8511,8029,0,2018-05-22 07:21:00,600.0,5596,5596,7,10167
24,8546,2018,5902,1,3410,9865,7352,0,635,635,635,0,1,21.7000007629395,75.8000030517578,379,8511,8029,0,2018-05-22 07:21:00,600.0,5596,5596,7,10167
24,8546,2018,5902,1,8614,4061,9725,0,397,397,397,0,0,21.7000007629395,75.8000030517578,379,8511,8029,1,2018-05-22 07:21:00,600.0,5596,5596,7,10167
24,8546,2018,5902,1,8614,9865,7352,0,1160,1160,1160,0,0,21.7000007629395,75.8000030517578,379,8511,8029,1,2018-05-22 07:21:00,600.0,5596,5596,7,10167
24,8546,2018,5902,1,8614,9865,9725,0,1160,1160,1160,0,0,21.7000007629395,75.8000030517578,379,8511,8029,1,2018-05-22 07:21:00,600.0,5596,5596,7,10167
24,8546,2018,5902,1,2333,9865,7352,0,542,542,542,0,1,21.7000007629395,75.8000030517578,379,8511,8029,0,2018-05-22 07:21:00,600.0,5596,5596,7,10167
24,8546,2018,5902,1,2333,9865,9725,0,426,426,426,0,0,21.7000007629395,75.8000030517578,379,8511,8029,0,2018-05-22 07:21:00,600.0,5596,5596,7,10167
24,8546,2018,5902,1,2720,9865,7352,0,263,263,263,0,1,21.7000007629395,75.8000030517578,379,8511,8029,0,2018-05-22 07:21:00,600.0,5596,5596,7,10167
24,8546,2018,5902,1,8614,9865,9725,0,542,542,542,0,1,21.7000007629395,75.8000030517578,379,8511,8029,1,2018-05-22 07:21:00,600.0,5596,5596,7,10167
24,8546,2018,5902,1,2720,4061,7352,0,408,408,408,0,0,21.7000007629395,75.8000030517578,379,8511,8029,0,2018-05-22 07:21:00,600.0,5596,5596,7,10167
24,8546,2018,5902,1,3410,4061,7352,0,376,376,376,0,1,21.7000007629395,75.8000030517578,379,8511,8029,0,2018-05-22 07:21:00,600.0,5596,5596,7,10167
24,8546,2018,5902,1,2720,4061,7352,0,353,353,353,0,0,21.7000007629395,75.8000030517578,379,8511,8029,0,2018-05-22 07:21:00,600.0,5596,5596,7,10167
24,8546,2018,5902,1,3410,9865,9725,0,263,263,263,0,1,21.7000007629395,75.8000030517578,379,8511,8029,0,2018-05-22 07:21:00,600.0,5596,5596,7,10167
22,8546,2018,6391,1,8614,4061,9725,0,354,354,354,0,0,28.5,66.0,7145,3737,1819,1,2018-05-23 08:28:00,600.0,5596,5596,8,6910
22,8546,2018,6391,1,2333,3151,7352,0,194,194,194,0,0,28.5,66.0,7145,3737,1819,0,2018-05-23 08:28:00,600.0,5596,5596,8,6910
22,8546,2018,6391,1,8614,4061,9725,0,509,147,509,0,0,28.5,66.0,7145,3737,1819,1,2018-05-23 08:28:00,600.0,5596,5596,8,6910
22,8546,2018,6391,1,8614,3151,9725,1,353,353,353,0,0,28.5,66.0,7145,3737,1819,1,2018-05-23 08:28:00,600.0,5596,5596,8,6910
22,8546,2018,6391,1,8614,9865,9725,0,542,542,542,0,1,28.5,66.0,7145,3737,1819,1,2018-05-23 08:28:00,600.0,5596,5596,8,6910
22,8546,2018,6391,1,3410,9865,9725,0,635,635,635,0,1,28.5,66.0,7145,3737,1819,0,2018-05-23 08:28:00,600.0,5596,5596,8,6910
22,8546,2018,6391,1,2720,3151,9725,1,429,429,429,0,0,28.5,66.0,7145,3737,1819,0,2018-05-23 08:28:00,600.0,5596,5596,8,6910
22,8546,2018,6391,1,3410,9865,9725,0,143,143,143,0,0,28.5,66.0,7145,3737,1819,1,2018-05-23 08:28:00,600.0,5596,5596,8,6910
29,8546,2018,6391,1,8614,4061,9725,0,1011,1011,1011,0,0,27.5,62.9000015258789,7145,8511,1819,1,2018-05-23 09:26:00,600.0,5596,5596,9,6910
29,8546,2018,6391,1,2720,9865,7352,0,728,728,728,0,0,27.5,62.9000015258789,7145,8511,1819,0,2018-05-23 09:26:00,600.0,5596,5596,9,6910
29,8546,2018,6391,1,2333,3151,7352,0,108,108,108,0,0,27.5,62.9000015258789,7145,8511,1819,0,2018-05-23 09:26:00,600.0,5596,5596,9,6910
29,8546,2018,6391,1,2333,3151,7352,0,108,108,108,0,0,27.5,62.9000015258789,7145,8511,1819,0,2018-05-23 09:26:00,600.0,5596,5596,9,6910
29,8546,2018,6391,1,8614,9865,7352,0,1160,1160,1160,0,0,27.5,62.9000015258789,7145,8511,1819,1,2018-05-23 09:26:00,600.0,5596,5596,9,6910
29,8546,2018,6391,1,8614,4061,7352,0,1160,1160,1160,0,0,27.5,62.9000015258789,7145,8511,1819,1,2018-05-23 09:26:00,600.0,5596,5596,9,6910
29,8546,2018,6391,1,2720,3151,7352,0,366,366,366,0,0,27.5,62.9000015258789,7145,8511,1819,0,2018-05-23 09:26:00,600.0,5596,5596,9,6910
29,8546,2018,6391,1,2720,9865,9725,0,542,542,542,0,1,27.5,62.9000015258789,7145,8511,1819,0,2018-05-23 09:26:00,600.0,5596,5596,9,6910
29,8546,2018,6391,1,3410,9865,9725,0,728,728,728,0,0,27.5,62.9000015258789,7145,8511,1819,0,2018-05-23 09:26:00,600.0,5596,5596,9,6910
29,8546,2018,6391,1,2720,9865,9725,0,574,574,574,0,1,27.5,62.9000015258789,7145,8511,1819,0,2018-05-23 09:26:00,600.0,5596,5596,9,6910
29,8546,2018,6391,1,8614,9865,7352,0,353,353,353,0,0,27.5,62.9000015258789,7145,8511,1819,1,2018-05-23 09:26:00,600.0,5596,5596,9,6910
29,8546,2018,6391,1,8614,4061,7352,0,408,408,408,0,0,27.5,62.9000015258789,7145,8511,1819,1,2018-05-23 09:26:00,600.0,5596,5596,9,6910
29,8546,2018,6391,1,2720,3151,7352,0,366,366,366,0,0,27.5,62.9000015258789,7145,8511,1819,0,2018-05-23 09:26:00,600.0,5596,5596,9,6910
24,8546,2018,6391,1,8614,9865,7352,0,353,353,353,0,0,26.1000003814697,61.2000007629395,5809,3737,6750,1,2018-05-23 10:01:00,600.0,5596,5596,10,6910
24,8546,2018,6391,1,8614,9865,9725,0,1011,1011,1011,0,0,26.1000003814697,61.2000007629395,5809,3737,6750,1,2018-05-23 10:01:00,600.0,5596,5596,10,6910
24,8546,2018,6391,1,2720,9865,9725,0,376,376,376,0,1,26.1000003814697,61.2000007629395,5809,3737,6750,0,2018-05-23 10:01:00,600.0,5596,5596,10,6910
24,8546,2018,6391,1,8614,4061,7352,0,728,728,728,0,0,26.1000003814697,61.2000007629395,5809,3737,6750,1,2018-05-23 10:01:00,600.0,5596,5596,10,6910
24,8546,2018,6391,1,8614,9865,9725,0,1160,1160,1160,0,0,26.1000003814697,61.2000007629395,5809,3737,6750,1,2018-05-23 10:01:00,600.0,5596,5596,10,6910
24,8546,2018,6391,1,8614,4061,9725,0,493,493,493,0,0,26.1000003814697,61.2000007629395,5809,3737,6750,1,2018-05-23 10:01:00,600.0,5596,5596,10,6910
24,8546,2018,6391,1,3410,9865,9725,0,739,739,739,0,0,26.1000003814697,61.2000007629395,5809,3737,6750,0,2018-05-23 10:01:00,600.0,5596,5596,10,6910
24,8546,2018,6391,1,8614,4061,9725,0,194,194,194,0,0,26.1000003814697,61.2000007629395,5809,3737,6750,1,2018-05-23 10:01:00,600.0,5596,5596,10,6910
24,8546,2018,6391,1,2720,4061,9725,0,36,36,36,0,0,26.1000003814697,61.2000007629395,5809,3737,6750,0,2018-05-23 10:01:00,600.0,5596,5596,10,6910
28,8546,2018,5902,1,8614,9865,7352,0,728,728,728,0,0,14.0,87.4000015258789,7145,8511,6750,1,2018-05-24 07:09:00,600.0,5596,5596,7,10167
28,8546,2018,5902,1,8614,9865,7352,0,462,462,462,0,1,14.0,87.4000015258789,7145,8511,6750,1,2018-05-24 07:09:00,600.0,5596,5596,7,10167
28,8546,2018,5902,1,8614,9865,9725,0,462,462,462,0,1,14.0,87.4000015258789,7145,8511,6750,1,2018-05-24 07:09:00,600.0,5596,5596,7,10167
28,8546,2018,5902,1,2720,9865,7352,0,509,147,509,0,0,14.0,87.4000015258789,7145,8511,6750,0,2018-05-24 07:09:00,600.0,5596,5596,7,10167
28,8546,2018,5902,1,3410,4061,7352,0,408,408,408,0,0,14.0,87.4000015258789,7145,8511,6750,0,2018-05-24 07:09:00,600.0,5596,5596,7,10167
28,8546,2018,5902,1,2720,4061,9725,0,366,366,366,0,0,14.0,87.4000015258789,7145,8511,6750,0,2018-05-24 07:09:00,600.0,5596,5596,7,10167
28,8546,2018,5902,1,3410,9865,9725,0,1011,1011,1011,0,0,14.0,87.4000015258789,7145,8511,6750,0,2018-05-24 07:09:00,600.0,5596,5596,7,10167
28,8546,2018,5902,1,8614,9865,9725,0,574,574,574,0,1,14.0,87.4000015258789,7145,8511,6750,1,2018-05-24 07:09:00,600.0,5596,5596,7,10167
28,8546,2018,5902,1,3410,9865,9725,0,728,728,728,0,0,14.0,87.4000015258789,7145,8511,6750,0,2018-05-24 07:09:00,600.0,5596,5596,7,10167
28,8546,2018,5902,1,2333,4061,7352,0,54,54,54,0,0,14.0,87.4000015258789,7145,8511,6750,0,2018-05-24 07:09:00,600.0,5596,5596,7,10167
28,8546,2018,5902,1,2720,9865,7352,0,635,635,635,0,1,14.0,87.4000015258789,7145,8511,6750,0,2018-05-24 07:09:00,600.0,5596,5596,7,10167
28,8546,2018,5902,1,8614,9865,9725,0,1160,1160,1160,0,0,14.0,87.4000015258789,7145,8511,6750,1,2018-05-24 07:09:00,600.0,5596,5596,7,10167
28,8546,2018,5902,1,2333,4061,7352,0,493,493,493,0,0,14.0,87.4000015258789,7145,8511,6750,0,2018-05-24 07:09:00,600.0,5596,5596,7,10167
28,8546,2018,5902,1,2333,4061,9725,0,493,493,493,0,0,14.0,87.4000015258789,7145,8511,6750,0,2018-05-24 07:09:00,600.0,5596,5596,7,10167
28,8546,2018,5902,1,2720,9865,9725,0,739,739,739,0,0,14.0,87.4000015258789,7145,8511,6750,0,2018-05-24 07:09:00,600.0,5596,5596,7,10167
28,8546,2018,5902,1,2333,9865,9725,0,58,58,58,0,1,14.0,87.4000015258789,7145,8511,6750,0,2018-05-24 07:09:00,600.0,5596,5596,7,10167
28,8546,2018,5902,1,8614,9865,7352,0,574,574,574,0,1,14.0,87.4000015258789,7145,8511,6750,1,2018-05-24 07:09:00,600.0,5596,5596,7,10167
26,8546,2018,4784,1,2333,9865,7352,0,1011,1011,1011,0,0,27.2999992370605,52.9000015258789,5809,8511,8029,0,2018-05-24 08:34:00,600.0,5596,5596,8,6910
26,8546,2018,4784,1,3410,9865,7352,0,271,271,271,0,0,27.2999992370605,52.9000015258789,5809,8511,8029,0,2018-05-24 08:34:00,600.0,5596,5596,8,6910
26,8546,2018,4784,1,2333,4061,7352,0,493,493,493,0,0,27.2999992370605,52.9000015258789,5809,8511,8029,0,2018-05-24 08:34:00,600.0,5596,5596,8,6910
26,8546,2018,4784,1,8614,4061,7352,0,1160,1160,1160,0,0,27.2999992370605,52.9000015258789,5809,8511,8029,1,2018-05-24 08:34:00,600.0,5596,5596,8,6910
26,8546,2018,4784,1,8614,9865,7352,0,397,397,397,0,0,27.2999992370605,52.9000015258789,5809,8511,8029,1,2018-05-24 08:34:00,600.0,5596,5596,8,6910
26,8546,2018,4784,1,8614,9865,9725,0,635,635,635,0,1,27.2999992370605,52.9000015258789,5809,8511,8029,1,2018-05-24 08:34:00,600.0,5596,5596,8,6910
26,8546,2018,4784,1,8614,9865,9725,0,387,387,387,0,0,27.2999992370605,52.9000015258789,5809,8511,8029,1,2018-05-24 08:34:00,600.0,5596,5596,8,6910
26,8546,2018,4784,1,8614,9865,7352,0,542,542,542,0,1,27.2999992370605,52.9000015258789,5809,8511,8029,1,2018-05-24 08:34:00,600.0,5596,5596,8,6910
26,8546,2018,4784,1,8614,9865,9725,0,426,426,426,0,0,27.2999992370605,52.9000015258789,5809,8511,8029,1,2018-05-24 08:34:00,600.0,5596,5596,8,6910
26,8546,2018,4784,1,2720,9865,7352,0,376,376,376,0,1,27.2999992370605,52.9000015258789,5809,8511,8029,0,2018-05-24 08:34:00,600.0,5596,5596,8,6910
26,8546,2018,4784,1,2720,9865,7352,0,366,366,366,0,0,27.2999992370605,52.9000015258789,5809,8511,8029,0,2018-05-24 08:34:00,600.0,5596,5596,8,6910
26,8546,2018,4784,1,3410,4061,7352,0,408,408,408,0,0,27.2999992370605,52.9000015258789,5809,8511,8029,0,2018-05-24 08:34:00,600.0,5596,5596,8,6910
26,8546,2018,4784,1,2720,3151,9725,1,268,268,268,0,0,27.2999992370605,52.9000015258789,5809,8511,8029,0,2018-05-24 08:34:00,600.0,5596,5596,8,6910
26,8546,2018,4784,1,3410,9865,7352,0,509,147,509,0,0,27.2999992370605,52.9000015258789,5809,8511,8029,0,2018-05-24 08:34:00,600.0,5596,5596,8,6910
26,8546,2018,4784,1,3410,9865,7352,0,426,426,426,0,0,27.2999992370605,52.9000015258789,5809,8511,8029,0,2018-05-24 08:34:00,600.0,5596,5596,8,6910
19,8546,2018,4784,1,8614,9865,9725,0,462,462,462,0,1,23.7999992370605,57.9000015258789,5809,8511,6750,1,2018-05-24 07:22:00,600.0,5596,5596,7,10167
19,8546,2018,4784,1,2333,9865,7352,0,462,462,462,0,1,23.7999992370605,57.9000015258789,5809,8511,6750,0,2018-05-24 07:22:00,600.0,5596,5596,7,10167
19,8546,2018,4784,1,2720,9865,9725,0,509,147,509,0,0,23.7999992370605,57.9000015258789,5809,8511,6750,0,2018-05-24 07:22:00,600.0,5596,5596,7,10167
19,8546,2018,4784,1,8614,4061,9725,0,408,408,408,0,0,23.7999992370605,57.9000015258789,5809,8511,6750,1,2018-05-24 07:22:00,600.0,5596,5596,7,10167
19,8546,2018,4784,1,3410,4061,7352,0,408,408,408,0,0,23.7999992370605,57.9000015258789,5809,8511,6750,0,2018-05-24 07:22:00,600.0,5596,5596,7,10167
19,8546,2018,4784,1,8614,9865,9725,0,426,426,426,0,0,23.7999992370605,57.9000015258789,5809,8511,6750,1,2018-05-24 07:22:00,600.0,5596,5596,7,10167
19,8546,2018,4784,1,8614,9865,9725,0,728,728,728,0,0,23.7999992370605,57.9000015258789,5809,8511,6750,1,2018-05-24 07:22:00,600.0,5596,5596,7,10167
19,8546,2018,4784,1,2720,4061,9725,0,493,493,493,0,0,23.7999992370605,57.9000015258789,5809,8511,6750,0,2018-05-24 07:22:00,600.0,5596,5596,7,10167
19,8546,2018,4784,1,3410,9865,7352,0,462,462,462,0,1,23.7999992370605,57.9000015258789,5809,8511,6750,0,2018-05-24 07:22:00,600.0,5596,5596,7,10167
19,8546,2018,4784,1,8614,3151,7352,0,108,108,108,0,0,23.7999992370605,57.9000015258789,5809,8511,6750,1,2018-05-24 07:22:00,600.0,5596,5596,7,10167
19,8546,2018,4784,1,8614,4061,9725,0,301,301,301,0,0,23.7999992370605,57.9000015258789,5809,8511,6750,1,2018-05-24 07:22:00,600.0,5596,5596,7,10167
21,8546,2018,4784,1,8614,9865,9725,0,635,635,635,0,1,26.2000007629395,68.5999984741211,5809,8511,8029,1,2018-05-24 09:53:00,600.0,5596,5596,9,6910
21,8546,2018,4784,1,8614,4061,9725,0,108,108,108,0,0,26.2000007629395,68.5999984741211,5809,8511,8029,1,2018-05-24 09:53:00,600.0,5596,5596,9,6910
21,8546,2018,4784,1,8614,3151,7352,0,108,108,108,0,0,26.2000007629395,68.5999984741211,5809,8511,8029,1,2018-05-24 09:53:00,600.0,5596,5596,9,6910
21,8546,2018,4784,1,8614,4061,7352,0,493,493,493,0,0,26.2000007629395,68.5999984741211,5809,8511,8029,1,2018-05-24 09:53:00,600.0,5596,5596,9,6910
21,8546,2018,4784,1,2720,9865,7352,0,574,574,574,0,1,26.2000007629395,68.5999984741211,5809,8511,8029,0,2018-05-24 09:53:00,600.0,5596,5596,9,6910
21,8546,2018,4784,1,3410,4061,9725,0,263,263,263,0,1,26.2000007629395,68.5999984741211,5809,8511,8029,1,2018-05-24 09:53:00,600.0,5596,5596,9,6910
21,8546,2018,4784,1,8614,9865,9725,0,574,574,574,0,1,26.2000007629395,68.5999984741211,5809,8511,8029,1,2018-05-24 09:53:00,600.0,5596,5596,9,6910
21,8546,2018,4784,1,8614,4061,9725,0,1160,1160,1160,0,0,26.2000007629395,68.5999984741211,5809,8511,8029,1,2018-05-24 09:53:00,600.0,5596,5596,9,6910
28,8546,2018,4784,1,8614,4061,7352,0,493,493,493,0,0,26.5,68.5999984741211,5809,4417,8029,1,2018-05-24 10:10:00,600.0,5596,5596,10,6910
28,8546,2018,4784,1,8614,9865,7352,0,739,739,739,0,0,26.5,68.5999984741211,5809,4417,8029,1,2018-05-24 10:10:00,600.0,5596,5596,10,6910
28,8546,2018,4784,1,3410,9865,9725,0,309,309,309,1,1,26.5,68.5999984741211,5809,4417,8029,0,2018-05-24 10:10:00,600.0,5596,5596,10,6910
28,8546,2018,4784,1,2333,4061,9725,0,493,493,493,0,0,26.5,68.5999984741211,5809,4417,8029,0,2018-05-24 10:10:00,600.0,5596,5596,10,6910
28,8546,2018,4784,1,2720,4061,7352,0,493,493,493,0,0,26.5,68.5999984741211,5809,4417,8029,0,2018-05-24 10:10:00,600.0,5596,5596,10,6910
28,8546,2018,4784,1,2720,9865,7352,0,635,635,635,0,1,26.5,68.5999984741211,5809,4417,8029,0,2018-05-24 10:10:00,600.0,5596,5596,10,6910
28,8546,2018,4784,1,8614,9865,7352,0,635,635,635,0,1,26.5,68.5999984741211,5809,4417,8029,1,2018-05-24 10:10:00,600.0,5596,5596,10,6910
28,8546,2018,4784,1,2720,9865,7352,0,728,728,728,0,0,26.5,68.5999984741211,5809,4417,8029,0,2018-05-24 10:10:00,600.0,5596,5596,10,6910
28,8546,2018,4784,1,8614,9865,7352,0,574,574,574,0,1,26.5,68.5999984741211,5809,4417,8029,1,2018-05-24 10:10:00,600.0,5596,5596,10,6910
28,8546,2018,4784,1,8614,4061,7352,0,1011,1011,1011,0,0,26.5,68.5999984741211,5809,4417,8029,1,2018-05-24 10:10:00,600.0,5596,5596,10,6910
28,8546,2018,4784,1,3410,4061,9725,0,108,108,108,0,0,26.5,68.5999984741211,5809,4417,8029,0,2018-05-24 10:10:00,600.0,5596,5596,10,6910
28,8546,2018,4784,1,3410,9865,9725,0,462,462,462,0,1,26.5,68.5999984741211,5809,4417,8029,0,2018-05-24 10:10:00,600.0,5596,5596,10,6910
28,8546,2018,4784,1,8614,9865,7352,0,1160,1160,1160,0,0,26.5,68.5999984741211,5809,4417,8029,1,2018-05-24 10:10:00,600.0,5596,5596,10,6910
28,8546,2018,4784,1,2720,3151,7352,0,1160,1160,1160,0,0,26.5,68.5999984741211,5809,4417,8029,0,2018-05-24 10:10:00,600.0,5596,5596,10,6910
28,8546,2018,4784,1,8614,9865,7352,0,574,574,574,0,1,25.5,66.5,5809,8511,8029,1,2018-05-24 10:27:00,600.0,5596,5596,10,6910
28,8546,2018,4784,1,8614,4061,7352,0,108,108,108,0,0,25.5,66.5,5809,8511,8029,1,2018-05-24 10:27:00,600.0,5596,5596,10,6910
28,8546,2018,4784,1,3410,9865,9725,0,366,366,366,0,0,25.5,66.5,5809,8511,8029,0,2018-05-24 10:27:00,600.0,5596,5596,10,6910
28,8546,2018,4784,1,3410,9865,9725,0,462,462,462,0,1,25.5,66.5,5809,8511,8029,0,2018-05-24 10:27:00,600.0,5596,5596,10,6910
28,8546,2018,4784,1,8614,4061,7352,0,493,493,493,0,0,25.5,66.5,5809,8511,8029,1,2018-05-24 10:27:00,600.0,5596,5596,10,6910
28,8546,2018,4784,1,2720,4061,9725,0,493,493,493,0,0,25.5,66.5,5809,8511,8029,0,2018-05-24 10:27:00,600.0,5596,5596,10,6910
28,8546,2018,4784,1,8614,9865,7352,0,739,739,739,0,0,25.5,66.5,5809,8511,8029,1,2018-05-24 10:27:00,600.0,5596,5596,10,6910
28,8546,2018,4784,1,2720,9865,9725,0,309,309,309,1,1,25.5,66.5,5809,8511,8029,0,2018-05-24 10:27:00,600.0,5596,5596,10,6910
28,8546,2018,4784,1,2333,9865,7352,0,462,462,462,0,1,25.5,66.5,5809,8511,8029,0,2018-05-24 10:27:00,600.0,5596,5596,10,6910
28,8546,2018,4784,1,2333,9865,7352,0,496,496,496,0,0,25.5,66.5,5809,8511,8029,0,2018-05-24 10:27:00,600.0,5596,5596,10,6910
28,8546,2018,4784,1,3410,9865,9725,0,1011,1011,1011,0,0,25.5,66.5,5809,8511,8029,0,2018-05-24 10:27:00,600.0,5596,5596,10,6910
28,8546,2018,4784,1,8614,9865,9725,0,574,574,574,0,1,25.5,66.5,5809,8511,8029,1,2018-05-24 10:27:00,600.0,5596,5596,10,6910
29,8546,2018,4784,1,8614,9865,7352,0,462,462,462,0,1,25.8999996185303,55.2000007629395,5809,8511,8029,1,2018-05-24 10:43:00,600.0,5596,5596,10,6910
29,8546,2018,4784,1,2333,9865,9725,0,462,462,462,0,1,25.8999996185303,55.2000007629395,5809,8511,8029,0,2018-05-24 10:43:00,600.0,5596,5596,10,6910
29,8546,2018,4784,1,2333,4061,9725,0,1011,1011,1011,0,0,25.8999996185303,55.2000007629395,5809,8511,8029,0,2018-05-24 10:43:00,600.0,5596,5596,10,6910
29,8546,2018,4784,1,8614,9865,7352,0,1011,1011,1011,0,0,25.8999996185303,55.2000007629395,5809,8511,8029,1,2018-05-24 10:43:00,600.0,5596,5596,10,6910
29,8546,2018,4784,1,3410,9865,9725,0,397,397,397,0,0,25.8999996185303,55.2000007629395,5809,8511,8029,1,2018-05-24 10:43:00,600.0,5596,5596,10,6910
